vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
1,2,2,65,4,1,2,2,1,black,woman,65,moderate,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 65 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,38,3,1,2,2,1,black,woman,38,slightly liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 38 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,62,6,7,2,1,1,white,woman,62,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,32,7,5,3,1,1,white,woman,32,extremely conservative,an independent Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am extremely conservative. Politically, I am an independent Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,5,23,1,3,4,2,1,native American,woman,23,extremely liberal,an independent Democrat,do not attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am native American. I am a woman. I am 23 years old. Ideologically, I am extremely liberal. Politically, I am an independent Democrat. I do not attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,73,6,7,2,1,1,white,woman,73,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,2,67,2,1,2,1,1,black,woman,67,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 67 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,53,6,7,2,1,1,white,man,53,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,54,6,5,2,1,1,white,man,54,conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,46,5,6,2,1,1,white,woman,46,slightly conservative,not a very strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,2,58,4,1,2,2,1,black,woman,58,moderate,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 58 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,32,4,6,3,1,1,white,woman,32,moderate,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,2,73,2,2,3,2,2,black,woman,73,liberal,not a very strong Democrat,do not attend church,not very,I never discuss politics with my family or friends.,"Racially, I am black. I am a woman. I am 73 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am not very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,3,29,6,5,2,2,1,hispanic,woman,29,conservative,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 29 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,31,6,6,2,2,1,white,man,31,conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,53,7,7,1,1,1,white,man,53,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,71,7,7,1,1,1,white,woman,71,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 71 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,52,4,5,2,1,1,white,man,52,moderate,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 52 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,77,6,7,3,1,1,white,woman,77,conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 77 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,3,36,2,3,2,2,1,hispanic,woman,36,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 36 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,60,4,3,2,2,1,white,woman,60,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,47,4,4,1,2,1,white,man,47,moderate,an independent,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,47,4,6,3,2,1,white,man,47,moderate,not a very strong Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,80,4,7,1,1,1,white,man,80,moderate,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am moderate. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,30,6,5,2,2,1,white,woman,30,conservative,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 30 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,58,4,1,3,2,1,white,woman,58,moderate,a strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,76,3,1,1,2,1,white,woman,76,slightly liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,80,1,1,2,1,2,white,man,80,extremely liberal,a strong Democrat,attend church,somewhat,I never discuss politics with my family or friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,35,4,3,4,2,2,white,woman,35,moderate,an independent Democrat,do not attend church,not at all,I never discuss politics with my family or friends.,"Racially, I am white. I am a woman. I am 35 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am not at all interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,35,4,5,3,2,1,white,man,35,moderate,an independent Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,73,6,7,1,1,1,white,man,73,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,37,7,7,1,1,1,white,man,37,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 37 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,47,4,7,2,1,1,white,woman,47,moderate,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am moderate. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,80,3,1,1,1,1,white,man,80,slightly liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,6,63,2,1,1,2,1,mixed race,man,63,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 63 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,6,65,5,4,2,1,1,mixed race,woman,65,slightly conservative,an independent,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. Politically, I am an independent. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,28,2,2,2,2,1,white,woman,28,liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,80,2,1,1,2,1,white,woman,80,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,80,6,6,2,1,1,white,woman,80,conservative,not a very strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,2,57,2,1,1,2,1,black,man,57,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am black. I am a man. I am 57 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,33,2,3,2,2,1,white,woman,33,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 33 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,70,3,1,2,1,1,asian,woman,70,slightly liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 70 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,53,6,7,2,1,1,white,woman,53,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,70,4,5,2,1,1,white,man,70,moderate,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,51,7,7,4,1,1,white,man,51,extremely conservative,a strong Republican,attend church,not at all,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 51 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am not at all interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,60,4,4,3,2,1,hispanic,man,60,moderate,an independent,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 60 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,26,1,1,1,2,1,asian,woman,26,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 26 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,80,4,3,1,2,1,white,woman,80,moderate,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,35,5,5,2,1,1,white,man,35,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,80,5,5,2,2,1,white,man,80,slightly conservative,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,38,2,1,1,2,1,white,man,38,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 38 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,4,63,4,2,3,1,2,asian,man,63,moderate,not a very strong Democrat,attend church,not very,I never discuss politics with my family or friends.,"Racially, I am asian. I am a man. I am 63 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am not very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,43,2,1,1,1,1,white,woman,43,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,30,6,7,1,2,2,white,woman,30,conservative,a strong Republican,do not attend church,very,I never discuss politics with my family or friends.,"Racially, I am white. I am a woman. I am 30 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,76,4,3,2,2,1,white,man,76,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 76 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,58,5,7,3,1,1,white,man,58,slightly conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 58 years old. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,53,2,2,2,2,1,white,man,53,liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,6,44,6,7,2,1,1,mixed race,man,44,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 44 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,3,35,7,7,2,1,1,hispanic,woman,35,extremely conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 35 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,6,37,1,3,1,2,1,mixed race,woman,37,extremely liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a woman. I am 37 years old. Ideologically, I am extremely liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,6,59,4,5,2,1,1,mixed race,woman,59,moderate,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a woman. I am 59 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,24,5,6,2,2,1,white,man,24,slightly conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 24 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,80,4,4,2,1,1,white,woman,80,moderate,an independent,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,36,4,1,3,1,1,asian,woman,36,moderate,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 36 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,45,5,6,2,1,1,white,woman,45,slightly conservative,not a very strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,26,5,5,3,2,1,white,woman,26,slightly conservative,an independent Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 26 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,69,4,2,2,1,1,white,man,69,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,40,7,5,1,1,1,white,man,40,extremely conservative,an independent Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 40 years old. Ideologically, I am extremely conservative. Politically, I am an independent Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,3,59,6,5,1,2,1,hispanic,man,59,conservative,an independent Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 59 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,70,5,5,2,1,1,white,man,70,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,74,2,1,1,1,1,white,man,74,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,22,1,2,2,2,1,white,woman,22,extremely liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 22 years old. Ideologically, I am extremely liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,56,7,7,1,1,1,white,woman,56,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,29,3,3,3,2,1,white,woman,29,slightly liberal,an independent Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 29 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,32,2,1,2,1,1,white,woman,32,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,4,25,2,1,3,2,1,asian,man,25,liberal,a strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 25 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,37,6,7,2,1,1,white,woman,37,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,70,2,1,2,1,1,white,man,70,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,54,5,6,3,1,1,white,woman,54,slightly conservative,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,75,2,3,2,1,1,white,woman,75,liberal,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 75 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,62,6,5,1,1,1,white,woman,62,conservative,an independent Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,48,3,3,2,2,1,white,woman,48,slightly liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
