vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
1,1,1,73,6,2,2,white,man,73,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,4,80,3,2,1,asian,man,80,slightly liberal,attend church,somewhat,"Racially, I am asian. I am a man. I am 80 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,4,49,3,3,1,asian,man,49,slightly liberal,attend church,not very,"Racially, I am asian. I am a man. I am 49 years old. Ideologically, I am slightly liberal. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,75,5,3,1,white,man,75,slightly conservative,attend church,not very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,32,3,1,2,white,woman,32,slightly liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,49,4,4,1,white,woman,49,moderate,attend church,not at all,"Racially, I am white. I am a woman. I am 49 years old. Ideologically, I am moderate. I attend church. I am not at all interested in politics. ",Donald Trump
2,1,1,71,6,2,1,white,man,71,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,73,3,1,1,white,man,73,slightly liberal,attend church,very,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,44,2,2,2,white,man,44,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 44 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,58,4,2,2,white,man,58,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 58 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,45,3,2,1,white,woman,45,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,49,2,2,1,white,woman,49,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 49 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,77,5,2,2,white,man,77,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,4,33,5,3,2,asian,man,33,slightly conservative,do not attend church,not very,"Racially, I am asian. I am a man. I am 33 years old. Ideologically, I am slightly conservative. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,65,5,2,1,white,woman,65,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,59,1,2,1,black,woman,59,extremely liberal,attend church,somewhat,"Racially, I am black. I am a woman. I am 59 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,75,4,2,2,white,man,75,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,70,2,1,2,white,woman,70,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,2,70,2,3,1,black,woman,70,liberal,attend church,not very,"Racially, I am black. I am a woman. I am 70 years old. Ideologically, I am liberal. I attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,80,6,2,1,white,man,80,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,4,67,3,2,2,asian,woman,67,slightly liberal,do not attend church,somewhat,"Racially, I am asian. I am a woman. I am 67 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,71,7,1,1,white,man,71,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,74,1,2,1,white,woman,74,extremely liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,65,7,3,1,white,man,65,extremely conservative,attend church,not very,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am extremely conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,40,4,2,2,white,man,40,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 40 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,48,6,2,1,white,man,48,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,4,74,2,2,1,asian,woman,74,liberal,attend church,somewhat,"Racially, I am asian. I am a woman. I am 74 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,58,4,3,2,white,woman,58,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 58 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,63,4,2,2,white,woman,63,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,22,4,4,2,white,woman,22,moderate,do not attend church,not at all,"Racially, I am white. I am a woman. I am 22 years old. Ideologically, I am moderate. I do not attend church. I am not at all interested in politics. ",Kamala Harris
1,2,1,52,3,2,2,white,woman,52,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 52 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,2,46,1,2,1,black,man,46,extremely liberal,attend church,somewhat,"Racially, I am black. I am a man. I am 46 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,34,6,1,2,white,man,34,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,1,2,72,4,3,2,black,man,72,moderate,do not attend church,not very,"Racially, I am black. I am a man. I am 72 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,73,4,2,2,white,man,73,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,28,6,4,1,white,woman,28,conservative,attend church,not at all,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
2,1,1,80,7,1,1,white,man,80,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,67,5,2,1,white,woman,67,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,2,58,4,1,1,black,man,58,moderate,attend church,very,"Racially, I am black. I am a man. I am 58 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Donald Trump
1,2,2,45,4,1,1,black,woman,45,moderate,attend church,very,"Racially, I am black. I am a woman. I am 45 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,59,4,1,2,white,man,59,moderate,do not attend church,very,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,80,7,2,2,white,man,80,extremely conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,29,3,2,2,white,woman,29,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 29 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,67,2,1,1,white,woman,67,liberal,attend church,very,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,2,1,77,7,2,1,white,woman,77,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 77 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,54,6,3,2,white,man,54,conservative,do not attend church,not very,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,6,30,2,3,2,mixed race,woman,30,liberal,do not attend church,not very,"Racially, I am mixed race. I am a woman. I am 30 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,6,44,6,2,1,mixed race,woman,44,conservative,attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 44 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,80,4,3,1,white,woman,80,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,43,7,2,1,white,woman,43,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,80,7,1,1,white,man,80,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,32,2,1,2,white,woman,32,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,69,6,2,2,white,woman,69,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,66,6,2,1,white,woman,66,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 66 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,41,3,2,2,black,woman,41,slightly liberal,do not attend church,somewhat,"Racially, I am black. I am a woman. I am 41 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,64,6,2,2,white,man,64,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,41,3,2,2,white,woman,41,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 41 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,66,3,2,2,black,man,66,slightly liberal,do not attend church,somewhat,"Racially, I am black. I am a man. I am 66 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,80,6,1,1,white,man,80,conservative,attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,2,74,2,2,1,black,woman,74,liberal,attend church,somewhat,"Racially, I am black. I am a woman. I am 74 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,36,1,3,2,white,woman,36,extremely liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 36 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,79,5,2,1,white,woman,79,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 79 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,80,2,1,1,white,man,80,liberal,attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,56,4,3,1,white,woman,56,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,2,42,4,3,2,black,woman,42,moderate,do not attend church,not very,"Racially, I am black. I am a woman. I am 42 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,6,40,4,3,2,mixed race,man,40,moderate,do not attend church,not very,"Racially, I am mixed race. I am a man. I am 40 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,55,6,3,2,white,woman,55,conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
2,1,3,66,6,2,1,hispanic,man,66,conservative,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 66 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,3,24,3,1,1,hispanic,man,24,slightly liberal,attend church,very,"Racially, I am hispanic. I am a man. I am 24 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,61,7,1,2,white,man,61,extremely conservative,do not attend church,very,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,1,1,48,3,2,2,white,man,48,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,62,6,2,1,white,woman,62,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,67,2,3,2,white,woman,67,liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,34,2,1,2,white,man,34,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,44,4,3,1,white,woman,44,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 44 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,69,2,1,2,white,man,69,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,3,51,4,2,2,hispanic,man,51,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 51 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,29,3,3,2,white,man,29,slightly liberal,do not attend church,not very,"Racially, I am white. I am a man. I am 29 years old. Ideologically, I am slightly liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,80,7,1,2,white,woman,80,extremely conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,1,64,3,2,1,white,woman,64,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,48,4,2,2,white,woman,48,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,27,1,1,2,white,man,27,extremely liberal,do not attend church,very,"Racially, I am white. I am a man. I am 27 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,80,3,2,1,white,woman,80,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,68,6,2,2,white,woman,68,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,37,7,2,1,white,woman,37,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,46,7,2,1,white,woman,46,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,46,6,2,1,white,woman,46,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,49,5,3,1,white,man,49,slightly conservative,attend church,not very,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,31,2,2,1,white,man,31,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,2,55,4,2,1,black,woman,55,moderate,attend church,somewhat,"Racially, I am black. I am a woman. I am 55 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,3,30,5,2,1,hispanic,man,30,slightly conservative,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 30 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,36,3,3,2,white,woman,36,slightly liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 36 years old. Ideologically, I am slightly liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,78,5,3,1,white,woman,78,slightly conservative,attend church,not very,"Racially, I am white. I am a woman. I am 78 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,57,4,2,2,white,woman,57,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,28,2,1,2,white,woman,28,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,71,2,1,1,white,man,71,liberal,attend church,very,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,70,6,2,1,white,man,70,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,37,1,2,1,white,woman,37,extremely liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,61,6,1,2,white,man,61,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,1,1,62,2,1,2,white,man,62,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 62 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,2,75,2,2,1,black,woman,75,liberal,attend church,somewhat,"Racially, I am black. I am a woman. I am 75 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,26,4,3,1,white,woman,26,moderate,attend church,not very,"Racially, I am white. I am a woman. I am 26 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,52,6,2,1,white,man,52,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 52 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,76,2,2,1,black,woman,76,liberal,attend church,somewhat,"Racially, I am black. I am a woman. I am 76 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,19,2,2,2,hispanic,man,19,liberal,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 19 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,49,5,4,1,hispanic,woman,49,slightly conservative,attend church,not at all,"Racially, I am hispanic. I am a woman. I am 49 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Kamala Harris
1,2,1,65,2,2,2,white,woman,65,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,79,5,2,2,hispanic,woman,79,slightly conservative,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 79 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,60,3,3,1,white,woman,60,slightly liberal,attend church,not very,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am slightly liberal. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,65,3,1,2,white,woman,65,slightly liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,76,3,1,1,white,woman,76,slightly liberal,attend church,very,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,52,3,2,1,white,woman,52,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 52 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,33,2,2,2,white,woman,33,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 33 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,52,4,2,1,hispanic,woman,52,moderate,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 52 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,61,4,3,2,white,woman,61,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,1,53,2,2,2,white,woman,53,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,55,6,1,1,white,man,55,conservative,attend church,very,"Racially, I am white. I am a man. I am 55 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,80,6,2,1,white,woman,80,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,6,32,1,4,2,mixed race,man,32,extremely liberal,do not attend church,not at all,"Racially, I am mixed race. I am a man. I am 32 years old. Ideologically, I am extremely liberal. I do not attend church. I am not at all interested in politics. ",Kamala Harris
1,2,1,34,2,2,2,white,woman,34,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 34 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,3,38,1,2,1,hispanic,woman,38,extremely liberal,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 38 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,32,6,3,1,white,man,32,conservative,attend church,not very,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,51,1,1,2,white,man,51,extremely liberal,do not attend church,very,"Racially, I am white. I am a man. I am 51 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,57,3,2,2,white,man,57,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 57 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,73,5,2,2,white,woman,73,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,52,5,4,1,white,woman,52,slightly conservative,attend church,not at all,"Racially, I am white. I am a woman. I am 52 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Kamala Harris
2,1,1,26,6,3,1,white,man,26,conservative,attend church,not very,"Racially, I am white. I am a man. I am 26 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,35,2,2,2,white,man,35,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,44,5,3,1,white,woman,44,slightly conservative,attend church,not very,"Racially, I am white. I am a woman. I am 44 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,1,1,52,5,2,1,white,man,52,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 52 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,54,3,4,2,white,woman,54,slightly liberal,do not attend church,not at all,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am slightly liberal. I do not attend church. I am not at all interested in politics. ",Kamala Harris
1,2,1,29,1,2,2,white,woman,29,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 29 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,42,4,3,2,white,woman,42,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 42 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,53,4,3,2,white,woman,53,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,52,3,2,1,white,woman,52,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 52 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,21,7,2,2,hispanic,woman,21,extremely conservative,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 21 years old. Ideologically, I am extremely conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,65,4,2,1,white,man,65,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,3,51,6,4,1,hispanic,woman,51,conservative,attend church,not at all,"Racially, I am hispanic. I am a woman. I am 51 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,1,2,63,3,1,1,black,man,63,slightly liberal,attend church,very,"Racially, I am black. I am a man. I am 63 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,28,3,2,2,white,woman,28,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,48,2,1,1,white,woman,48,liberal,attend church,very,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,74,6,2,1,white,man,74,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
